"レッスン日","レッスン曜日","開始時刻","終了時刻","店舗コード","店舗名","ルームコード","ルーム名","スペースコード","スペース名","スペース数","プログラムコード","プログラム名","スタッフコード","スタッフ名","総予約数","受講前数","プラン予約数","チケット予約数","チェックイン数","チェックアウト数","無断キャンセル数","キャンセル待ち数","トライアル予約数","無料体験予約数","稼働率"
"2023/06/01","木","09:00","11:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/01","木","09:20","11:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","10:20","12:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","12:00","14:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","12:50","14:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/01","木","13:20","15:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","15:00","17:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","16:20","18:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","16:40","18:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","18:00","20:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","1","1","0","0","0","0","0","100%"
"2023/06/01","木","19:50","21:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","20:20","22:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/01","木","21:00","23:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","1","1","0","0","0","0","0","100%"
"2023/06/01","木","23:20","01:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/01","木","23:40","01:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/03","土","09:00","11:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/03","土","09:20","11:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","10:20","12:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","12:00","14:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","12:50","14:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/03","土","13:20","15:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","15:00","17:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","16:20","18:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","16:40","18:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","18:00","20:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","19:50","21:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","20:20","22:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","21:00","23:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/03","土","23:20","01:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/03","土","23:40","01:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","09:00","11:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/04","日","09:20","11:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","10:20","12:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","12:00","14:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","12:50","14:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","13:20","15:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","15:00","17:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/04","日","16:20","18:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/04","日","16:40","18:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/04","日","18:00","20:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/04","日","19:50","21:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","20:20","22:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/04","日","21:00","23:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","1","1","0","0","0","0","0","100%"
"2023/06/04","日","23:20","01:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/04","日","23:40","01:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","09:00","11:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","09:20","11:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","10:20","12:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","12:00","14:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/05","月","12:50","14:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","13:20","15:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/05","月","15:00","17:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","1","0","0","0","1","0","0","0","1","0","100%"
"2023/06/05","月","16:20","18:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","16:40","18:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","18:00","20:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","19:50","21:50","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/05","月","20:20","22:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","21:00","23:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","23:20","01:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/05","月","23:40","01:40","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","1","0","0","1","1","0","0","0","0","0","100%"
"2023/06/06","火","09:00","11:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/06","火","09:20","11:20","S0001","HAAAVE.","S0001_R0003","Room3","S0001_SP0003","Room3","1","PG0003","[Room3] 120分","","","1","0","0","1","0","0","1","0","0","0","0%"
"2023/06/06","火","10:20","12:20","S0001","HAAAVE.","S0001_R0002","Room2","S0001_SP0002","Room2","1","PG0002","[Room2] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
"2023/06/06","火","12:00","14:00","S0001","HAAAVE.","S0001_R0001","Room1","S0001_SP0001","Room1","1","PG0001","[Room1] 120分","","","0","0","0","0","0","0","0","0","0","0","0%"
